"dong","행정동코드","건물명","상세건물명","건물용도코드","건물용도","lat","long","지상층수","지하층수","연면적"
"장위2동",11290770,NA,NA,1001,"단독주택",37.6108808039956,127.054436060408,1,1,58.54
"장위2동",11290770,NA,NA,1001,"단독주택",37.610754453724,127.054363740026,1,1,62.85
"장위2동",11290770,NA,NA,1001,"단독주택",37.6106172517692,127.05437310402,2,1,142.78
"장위2동",11290770,NA,NA,1001,"단독주택",37.6105433099018,127.054421132759,2,1,176.74
"장위2동",11290770,NA,NA,1001,"단독주택",37.6104226871786,127.054286376272,1,1,44.58
"장위2동",11290770,NA,NA,1001,"단독주택",37.6103931594126,127.054210031022,1,1,39.05
"장위2동",11290770,NA,NA,1001,"단독주택",37.610369011551,127.054133851201,1,1,42.58
"장위2동",11290770,NA,NA,3001,"소매점",37.6106500475528,127.054126435169,3,1,264.93
"장위2동",11290770,NA,NA,1001,"단독주택",37.6107073855735,127.054271836069,1,1,42.36
"장위2동",11290770,NA,NA,1001,"단독주택",37.6107582601238,127.054216812154,2,0,105.12
"장위2동",11290770,NA,NA,2003,"다세대주택",37.6107329106342,127.053972975832,4,0,554.44
"장위2동",11290770,NA,NA,2002,"연립주택",37.6108918099748,127.054198914268,4,1,933.2
"장위2동",11290770,NA,NA,1001,"단독주택",37.6104647326163,127.054103211025,3,1,225.57
"장위2동",11290770,NA,NA,1000,"단독주택",37.6105556634864,127.053926762868,2,1,150.74
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6104006704366,127.053987998098,4,1,333.08
"장위2동",11290770,NA,NA,1000,"단독주택",37.6137661220455,127.055114216282,1,0,60.58
"장위2동",11290770,NA,NA,1000,"단독주택",37.6138088175564,127.05496589936,0,0,43.13
"장위2동",11290770,NA,NA,1001,"단독주택",37.6138854734822,127.054891706948,2,1,156.92
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6133538785573,127.054935483349,2,1,92.88
"장위2동",11290770,NA,NA,1001,"단독주택",37.613452188045,127.055015523245,1,1,72.3
"장위2동",11290770,NA,NA,1001,"단독주택",37.6134328767813,127.054826161762,1,1,63.23
"장위2동",11290770,NA,NA,1001,"단독주택",37.613525699011,127.054815760227,0,0,31.42
"장위2동",11290770,NA,NA,1001,"단독주택",37.6134975123899,127.054752112011,0,0,47.77
"장위2동",11290770,NA,"B동",2002,"연립주택",37.6137107885846,127.054874145703,2,1,127.2
"장위2동",11290770,NA,"A동",2002,"연립주택",37.6136573539644,127.054996620973,4,1,605.2
"장위2동",11290770,NA,NA,2002,"연립주택",37.6136813186446,127.054664256082,3,0,937.65
"장위2동",11290770,NA,NA,1001,"단독주택",37.6140081531821,127.054747906819,2,1,229.6
"장위2동",11290770,NA,NA,3001,"소매점",37.6140548020334,127.054881684324,2,0,120.92
"장위2동",11290770,NA,NA,3001,"소매점",37.6129212799542,127.05518363737,0,0,58.14
"장위2동",11290770,NA,NA,1001,"단독주택",37.6131466996409,127.055221396017,2,1,141.48
"장위2동",11290770,NA,NA,1001,"단독주택",37.6133081493091,127.055192950271,2,1,273.92
"장위2동",11290770,NA,NA,1001,"단독주택",37.613105172789,127.051677890142,2,0,240.6
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6129691753866,127.051607623193,2,1,137.04
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6129047617312,127.051551579777,2,1,156.12
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6128375474796,127.051491979605,2,1,158.68
"장위2동",11290770,NA,NA,3001,"소매점",37.6135808965072,127.050737713531,0,0,67.68
"장위2동",11290770,"한양빌딩",NA,4402,"사무소",37.6136718269005,127.050861831921,0,0,291.92
"장위2동",11290770,"광일장여관",NA,11102,"여관",37.6137099785102,127.051068544741,0,0,145.98
"장위2동",11290770,"세린어린이집",NA,8201,"유치원",37.6134990990259,127.051215938078,0,0,185.34
"장위2동",11290770,"장위2동새마을금고",NA,4401,"금융업소",37.6137477600442,127.051183506144,0,0,153.42
"장위2동",11290770,NA,NA,1000,"단독주택",37.6138170834477,127.051269532058,2,0,165.82
"장위2동",11290770,NA,NA,3001,"소매점",37.6135625546556,127.051468866291,0,0,372.9
"장위2동",11290770,NA,NA,3001,"소매점",37.6138309582378,127.05155016138,0,0,84.45
"장위2동",11290770,NA,NA,3001,"소매점",37.6136748110695,127.0517312601,0,0,94.25
"장위2동",11290770,NA,NA,1003,"다가구주택",37.613990702172,127.051897112122,2,1,115.72
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6141306826985,127.051948136318,2,1,101.32
"장위2동",11290770,NA,NA,1001,"단독주택",37.6140254240275,127.051994982378,1,1,62.95
"장위2동",11290770,NA,NA,1001,"단독주택",37.6141938532629,127.052059362394,1,1,67.2
"장위2동",11290770,NA,NA,1001,"단독주택",37.6102291351226,127.05390740548,1,1,89.06
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6101659636896,127.05400769428,2,1,203.68
"장위2동",11290770,NA,NA,2002,"연립주택",37.6101185093401,127.053819928821,4,0,1780.88
"장위2동",11290770,NA,NA,3001,"소매점",37.6104411562189,127.053728202813,4,1,214.28
"장위2동",11290770,NA,NA,1001,"단독주택",37.6103865460138,127.053666779418,2,1,128.32
"장위2동",11290770,NA,NA,1000,"단독주택",37.6104564193834,127.053520464064,2,1,215.44
"장위2동",11290770,NA,NA,1000,"단독주택",37.6103113430995,127.053484208785,2,1,188.16
"장위2동",11290770,NA,NA,3001,"소매점",37.6101217897534,127.05363355186,3,1,304.77
"장위2동",11290770,NA,NA,1001,"단독주택",37.6102385615634,127.053390032017,2,1,180.64
"장위2동",11290770,NA,NA,1001,"단독주택",37.6100897483821,127.053515609644,2,1,120.56
"장위2동",11290770,NA,NA,1000,"단독주택",37.610029925112,127.053622913666,1,0,59.98
"장위2동",11290770,NA,NA,1001,"단독주택",37.6101077093529,127.05322378774,4,1,624.88
"장위2동",11290770,NA,NA,1000,"단독주택",37.6103129731533,127.053301017406,2,1,180.68
"장위2동",11290770,NA,NA,1001,"단독주택",37.6103773558845,127.053224915097,2,1,162.96
"장위2동",11290770,NA,NA,3001,"소매점",37.6099273781148,127.053384544786,4,1,206.16
"장위2동",11290770,NA,NA,1001,"단독주택",37.6100168559943,127.053146047149,2,1,138.68
